5706307	5706307	0	0
5139515	5139515	0	0
2704566	2704566	0	0
5510750	5510750	0	0
4571344	4571344	0	0
5410254	5410254	0	0
1242615	1242615	0	0
2997254	2997254	0	0
4081366	4081366	0	0
2003938	2003938	0	0
5122342	5122342	0	0
1109810	1109810	0	0
4743317	4743317	0	0
2200025	2200025	0	0
1430648	1430648	0	0
2182856	2182856	0	0
1210209	1210209	0	0
3036461	3036461	0	0
1378200	1378200	0	0
5643951	5643951	0	0
3810872	3810872	0	0
2059142	2059142	0	0
1021951	1021951	0	0
5916334	5916334	0	0
1207097	1207097	0	0
4671140	4671140	0	0
5895696	5895696	0	0
1005097	1005097	0	0
5725800	5725800	0	0
1143746	1143746	0	0
5302013	5302013	0	0
3476647	3476647	0	0
1266715	1266715	0	0
5677187	5677187	0	0
3045341	3045341	0	0
4724757	4724757	0	0
3453818	3453818	0	0
4644150	4644150	0	0
2727153	2727153	0	0
2606485	2606485	0	0
5526901	5526901	0	0
4231311	4231311	0	0
3386726	3386726	0	0
5997942	5997942	0	0
2093813	2093813	0	0
4973905	4973905	0	0
3832331	3832331	0	0
1693607	1693607	0	0
5795368	5795368	0	0
2567838	2567838	0	0
5121562	5121562	0	0
1968402	1968402	0	0
5082343	5082343	0	0
5699560	5699560	0	0
3058565	3058565	0	0
5345778	5345778	0	0
3329037	3329037	0	0
3205843	3205843	0	0
2124550	2124550	0	0
4861881	4861881	0	0
1115214	1115214	0	0
3272927	3272927	0	0
5287933	5287933	0	0
3263099	3263099	0	0
1174362	1174362	0	0
4752171	4752171	0	0
2554649	2554649	0	0
1198970	1198970	0	0
4224245	4224245	0	0
4383474	4383474	0	0
5167853	5167853	0	0
1607259	1607259	0	0
4553035	4553035	0	0
1303964	1303964	0	0
5888500	5888500	0	0
3651798	3651798	0	0
2008108	2008108	0	0
4003583	4003583	0	0
4871434	4871434	0	0
1169734	1169734	0	0
3131983	3131983	0	0
3026804	3026804	0	0
4375416	4375416	0	0
3405598	3405598	0	0
2622798	2622798	0	0
3063757	3063757	0	0
1057548	1057548	0	0
2096954	2096954	0	0
5935852	5935852	0	0
2334228	2334228	0	0
1604297	1604297	0	0
3244138	3244138	0	0
2462533	2462533	0	0
1855862	1855862	0	0
5417703	5417703	0	0
3989097	3989097	0	0
4782770	4782770	0	0
4928764	4928764	0	0
5356655	5356655	0	0
3885654	3885654	0	0
5839405	5839405	0	0
4514401	4514401	0	0
5478992	5478992	0	0
1242286	1242286	0	0
5042706	5042706	0	0
3181814	3181814	0	0
1634295	1634295	0	0
3785467	3785467	0	0
3329249	3329249	0	0
2549553	2549553	0	0
2113848	2113848	0	0
5283263	5283263	0	0
4635926	4635926	0	0
1183759	1183759	0	0
1964121	1964121	0	0
4711227	4711227	0	0
2884769	2884769	0	0
5630073	5630073	0	0
3809811	3809811	0	0
3432163	3432163	0	0
3634401	3634401	0	0
1343897	1343897	0	0
5351749	5351749	0	0
5743691	5743691	0	0
5453362	5453362	0	0
3358578	3358578	0	0
5943349	5943349	0	0
3309869	3309869	0	0
4542576	4542576	0	0
1582570	1582570	0	0
1143151	1143151	0	0
1163364	1163364	0	0
2872439	2872439	0	0
2164144	2164144	0	0
3039761	3039761	0	0
3599068	3599068	0	0
5459075	5459075	0	0
3616473	3616473	0	0
5265854	5265854	0	0
3200291	3200291	0	0
3368821	3368821	0	0
5424940	5424940	0	0
5418841	5418841	0	0
1301559	1301559	0	0
2321969	2321969	0	0
4999289	4999289	0	0
3682896	3682896	0	0
1583419	1583419	0	0
4947229	4947229	0	0
2313619	2313619	0	0
3504268	3504268	0	0
3617629	3617629	0	0
2805247	2805247	0	0
3075599	3075599	0	0
3689153	3689153	0	0
5365826	5365826	0	0
4264972	4264972	0	0
1654392	1654392	0	0
4375825	4375825	0	0
1904022	1904022	0	0
2907047	2907047	0	0
5878191	5878191	0	0
1433341	1433341	0	0
4839138	4839138	0	0
1982474	1982474	0	0
2743103	2743103	0	0
1217931	1217931	0	0
3641843	3641843	0	0
3144999	3144999	0	0
5297825	5297825	0	0
5609385	5609385	0	0
1040621	1040621	0	0
3082647	3082647	0	0
4250600	4250600	0	0
2445224	2445224	0	0
4733594	4733594	0	0
1765836	1765836	0	0
3457605	3457605	0	0
5869250	5869250	0	0
4120135	4120135	0	0
2929701	2929701	0	0
2398521	2398521	0	0
4170589	4170589	0	0
1349171	1349171	0	0
3316997	3316997	0	0
3622051	3622051	0	0
3793473	3793473	0	0
5998986	5998986	0	0
5485669	5485669	0	0
1290587	1290587	0	0
4506764	4506764	0	0
3748690	3748690	0	0
3242444	3242444	0	0
2513858	2513858	0	0
5262883	5262883	0	0
5781214	5781214	0	0
5144755	5144755	0	0
1936424	1936424	0	0
3806134	3806134	0	0
4162259	4162259	0	0
4409375	4409375	0	0
2372763	2372763	0	0
2273107	2273107	0	0
2145510	2145510	0	0
2946423	2946423	0	0
4774218	4774218	0	0
5429936	5429936	0	0
2449487	2449487	0	0
2651808	2651808	0	0
1573718	1573718	0	0
5092656	5092656	0	0
5377416	5377416	0	0
4720658	4720658	0	0
2811726	2811726	0	0
2009268	2009268	0	0
3669808	3669808	0	0
5981434	5981434	0	0
4131387	4131387	0	0
4929482	4929482	0	0
5350169	5350169	0	0
3200807	3200807	0	0
5761280	5761280	0	0
2278315	2278315	0	0
3744817	3744817	0	0
4966881	4966881	0	0
3470453	3470453	0	0
2101133	2101133	0	0
3666676	3666676	0	0
2547305	2547305	0	0
3419029	3419029	0	0
1137873	1137873	0	0
1608102	1608102	0	0
2620845	2620845	0	0
3403352	3403352	0	0
3273111	3273111	0	0
4941050	4941050	0	0
2286986	2286986	0	0
3093359	3093359	0	0
3091314	3091314	0	0
5480777	5480777	0	0
2059077	2059077	0	0
4417868	4417868	0	0
1073852	1073852	0	0
3500402	3500402	0	0
5543847	5543847	0	0
4633912	4633912	0	0
1279972	1279972	0	0
4716131	4716131	0	0
5582110	5582110	0	0
4805967	4805967	0	0
4766437	4766437	0	0
1683306	1683306	0	0
1654996	1654996	0	0
1223145	1223145	0	0
5722982	5722982	0	0
5768670	5768670	0	0
2880428	2880428	0	0
2789123	2789123	0	0
2670394	2670394	0	0
1278430	1278430	0	0
3706596	3706596	0	0
4401597	4401597	0	0
3681654	3681654	0	0
1501209	1501209	0	0
4314597	4314597	0	0
2706959	2706959	0	0
2138153	2138153	0	0
5614324	5614324	0	0
4184321	4184321	0	0
4103201	4103201	0	0
2742232	2742232	0	0
2744680	2744680	0	0
1621810	1621810	0	0
2681996	2681996	0	0
5125618	5125618	0	0
1155896	1155896	0	0
4471149	4471149	0	0
5420739	5420739	0	0
1120469	1120469	0	0
1658994	1658994	0	0
5069600	5069600	0	0
1972480	1972480	0	0
3425820	3425820	0	0
2648992	2648992	0	0
1430824	1430824	0	0
1916194	1916194	0	0
1794049	1794049	0	0
5721446	5721446	0	0
3210106	3210106	0	0
4188810	4188810	0	0
4547966	4547966	0	0
4238559	4238559	0	0
5539009	5539009	0	0
1857800	1857800	0	0
2048130	2048130	0	0
4480927	4480927	0	0
5582221	5582221	0	0
1952254	1952254	0	0
4100828	4100828	0	0
4108827	4108827	0	0
3845795	3845795	0	0
5986799	5986799	0	0
5153779	5153779	0	0
4991676	4991676	0	0
1472065	1472065	0	0
3969334	3969334	0	0
4657160	4657160	0	0
1862575	1862575	0	0
1696435	1696435	0	0
2225083	2225083	0	0
2316062	2316062	0	0
6017573	6017573	0	0
2898017	2898017	0	0
